,text
26128,"Seeing that Terrible...😣 Earthquake reminds...🤦‍♂️😪 me of how great..😇 Allah is..🤍, He won't take a minute...🚫⌚ for him to destroy...🌋 the world..🌏💔 "
26129, ( M3.2 strikes 20 km E of  ( 8 min ago. More info: 
26130, - Car cam video captures moment buildings collapse as earthquake hit Kahramanmaras city of Turkey.    
26131,Baba budur. Heartbreak in my homeland     
26132,"🔴 | As per The Associated Press so far 7,700 people have been  due to powerful  in  &amp;  Death toll continues to rise amid widespread devastation. "
26133,𝓜𝓸𝓻𝓷𝓲𝓷𝓰 𝓣𝔀𝓲𝓽𝓽 :Strength of a character isn't always about how much you can handle before you break. It’s also about how much you can handle after you've been broken.  
26134,"The 7 year old girl who kept her hand on her little brother's head to protect him while they were under the rubble for 17 hours has made it safely. I see no one sharing. If she were dead, everyone would share! Share positivity...   "
26135,It's saddening and heartbreaking to see the human loss and suffering of the  Condolences to the dead and solidarity with the families of the dead..Praying for the speedy recovery of the injured....🇮🇳 Stands with Turkiye and Syria...
26136,To our Turkish brothers and sisters.. May God give you more strength to surpass what has been happened. 🙏 
26137,"Wherever you are, Death will find you, even if you are in towers built up strong and high. Qur'an 4:78May ALLAH SWT have Mercy On Us. (Ameen)   "
26138,Baby girl &amp; her mother rescued from the rubble of a collapsed building in Hatay more than a day after an earthquake hit the region       
26139,Ok atleast someone is helping  too .
26140,"Animals feel if something very bad is about to happen especially dogs,cats and birds,they will cry and act in a strange way           "
26141,A baby has been rescued in Gaziantep.                 
26142,Chinese search and rescue team arrived in Turkey in support of rescue efforts in Turkiye Earthquake affected regions. 
26143,Who said it?         
26144,Can  support  in  by temporarily waiving fees for registered charity donations? 
26145,"In Turkey, this one picture shook the world, the sister threw her hand to save her little brother. When people rescued them she said save us I will be ur slaves 🥲🥲  May God have mercy on him.    "
26146,Tonight's sunset was so stunning that even the birds wanted a birds eye view 🤩☺️👍🙏💯       
26147,"I posted the exact reason of earthquake yesterday , it is all about predefined programs. 😉All of you are approaching to the close part of d tunnel. Maximum 7 years 😉    "
26148,Pic of the year       
26149,𝐓𝐡𝐞𝐬𝐞 𝐩𝐢𝐜𝐬 𝐚𝐫𝐞 𝐣𝐮𝐬𝐭 𝐡𝐞𝐚𝐫𝐭 𝐛𝐫𝐞𝐚𝐤𝐢𝐧𝐠 𝐚𝐧𝐝 𝐰𝐫𝐞𝐧𝐜𝐡𝐢𝐧𝐠 💔😭            
26150,All the rescue videos give a glimmer of hope but the truth and reality of the majority is hard to fathom and the greif is unbearable. Allah grant the mourners perseverance and strength.   
26151,Need help urgent 🚨 City: Hatay / AntakyaIskenderun RouteDistrict: OnbasiApartment Name: Askaroglu      
26152,"⚡️EARTHQUAKE UPDATEFollow my lists for news, how to helpUse web if mobile lists don't workTURKEY SYRIA KURDISTAN MIDDLE EAST HUMANITARIAN  "
26154,"क्या खौफनाक मंजर है , the power of earthquake that hit turkey , God bless them 🤲         "
26155,Oh God please be kind!! Yet another earthquake strikes       
26156,Good Morning 🌞 Keep your head Cold and feet warm ☺️ May God blessed you with health and prosperity             
26157,A seven year old little girl spent 17 hours sleeplessly for her three year old little brother to protect him from debrics.This picture from  during the  is hope for humanity.She is polestar shining bright during the endless darkness. 
26159,"An Apartment Building Collapsing in Sanliurfa, Turkey, Following Two Earthquakes  "
26160,      TOO MUCH HAPPY THAT GIRL LOVE HER BROTHER SOME MUCH AND SHE IS PROTECTING HIS BROTHER HEAD ♥️♥️♥️♥️ 
26161,"EARTHQUAKE⚡️SyriaFollow my lists for news, how to help:Use web if mobile lists don't workTURKEY SYRIA KURDISTAN MIDDLE EAST HUMANITARIAN  "
26162,Who is more fanbase!❤️More fans in Tamil cinema 🎥                   ❤️‍🩹
26163,Rukn e Shura Haji Abdul Habib Going Towards Airport from Istanbul to Adana (Earthquake Site) May Allah Protect him and his Fellows.     4:35am Turkey 
26164,"No mention of  in the  He should have opened with a tribute to them, moment of  silence."
26165,"Up to 23 million people could be impacted, including millions of displaced Syrians and refugees already reliant on humanitarian aid.The WHO says deaths may pass 20,000 amid freezing conditions and building collapses. "
26166,Meanwhile the  is still...The  count has crossed 8000 and some people still debating n contemplating      n  
26167,The best teachers are those who show you where to look but don’t tell you what to see.         
26168,"Before The 7.8-Magnitude Earthquake In Turkey, A Mysterious Blue Light Appeared In The Sky Science Popularization: Earthquake Light, Very Rare     # "
26169,WATCH | What exactly happened during the  ?    
26170,After This Condition Of Our Brothers Sisters Sorry I Can't Listen &amp; Enjoy        
26171,Ya Allah save the precious lives of Turkey People and give them strength to way back in life    
26172,Great happiness after rescuing a whole family from the ruins in northern Syria after a 40-hour siege           
26174, Pray for Turkey 🤍🤍
26175,"A great gesture by India  sends 101 NDRF team , opens 39 bed hospital in Adana with 89 doctors in attendance. Supplies ventilator &amp; medicines. Well done "
26176,"Turkey-Syria quake toll tops 7,800 as rescuers battle cold via     "
26177,I cannot even begin to process the thoughts that may be going through the mans head right now. I just want to be there for him. Damn 💔💔💔💔💔💔  
26178, ( M4.1 strikes 26 km E of  ( 6 min ago. More info: 
26179,Earthquake horrific scenes coming out of Turkey and Syria after the earthquake. No words.. Pray for all …Keep them in your prayers.         
26180,A young Syrian boy has filmed himself trapped with others under the rubble and his message to world is heartbreaking. Keep your 🤲 &amp; 💰 to your fellow Syrian brothers and sisters.      
26181,Proud that 🇮🇳 helps…and helps quickly  
26182,🔔 ( M4.1 occurred 26 km E of  ( 7 min ago (local time 05:25:21). More info at:📱🌐🖥 
26183,Good morning have a nice day              
26184,"we need you, we are expecting for volunteers in earthquakes zones at TURKIYE🇹🇷, we need construction equipment, we can’t keep up    "
26185," Death toll rises to 7,800, thousands still trapped; check all updates here   "
26186,"Rescuers struggled to dig people out of the rubble of collapsed buildings in a 'race against time' as the death toll from an earthquake across a wide area of Turkey and Syria passed 7,000 The 7.8 magnitude quake was the deadliest in Turkey since 1999 "
26187,Pray 🙏❤️ for  &amp;         
26188," The little girl said to the rescuer that, sir, if you rescue me and my brother ... we will become your slaves for the rest of our lives   "
26189,Another Heartbreaking video from 7 years old girl kept her hand on her little brother's head to protect him while they were under rubble for 17 hours after the earthquake in turkey.       
26190,Saadet SonmezTurgut SonmezEnhar SonmezGaziantep/İbrahim Martyr Kamil neighborhood Emre Apartment Kat1     
26191,Headlines at 8 AM with     
26194,Evil Erdogan Regime made Israeli first responders wait at the airport for hours. They were in Turkey to help the victims of the The regime let them go to the disaster zone after it went public.
26195,⚠️ BREAKING: SOMETHING SHIFTED &amp; BRINGS GREAT CONCERNS          #
26196,Shocking image of devastation after deadliest earthquake in Syria. The earthquake which didn't shake  just  Turkey-Syria but the world.My thoughts and prayers are with the  people of Turkey-Syria and those  affected by this disaster.  
26197,Nice to see the fast mobilization but more needed..... the situation is unbelievable 🙏        
26198,🇮🇳🇮🇳🇮🇳Indian Army's medical teams leaves for earthquake hits turkey 🇮🇳🇮🇳🇮🇳    
26199, Please pray for  Snoop.!!!
26200,"☢️ Warzone 2 🔥 NDG SQUAD 😈 ""LOST MY VOICE"" ☢️      via  "
26201,Latest news      May God helps them       
26202,"The indescribable pain of a father in Kahramanmaraş: The father, who lost his 15-year-old daughter, did not let go of his hand even for a moment despite the freezing cold.      "
